Account,sentiment,fills,accounts,symbols,notional_usd,avg_notional_usd,gross_closed_pnl,total_fees,net_pnl,closed_fills,reducing_position_rate,closed_win_rate,avg_closed_pnl,median_closed_pnl,net_pnl_per_1k_notional
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Neutral,57,1,11,141251.22,2478.0915789473684,-4526.698469,13.560082,-4540.258551,5,8.771929824561402,0.0,-905.3396938,-221.50652,-32.14314574415711
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Greed,488,1,9,1023144.63,2096.6078483606557,21077.717,98.221482,20979.495518,60,12.295081967213115,100.0,351.2952833333333,17.9958,20.50491680535918
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Extreme Greed,227,1,2,588648.11,2593.1634801762116,573.585288,50.97826416,522.60702384,1,0.4405286343612335,100.0,573.585288,573.585288,0.8878088877920631
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Extreme Fear,316,1,8,1079447.85,3415.97420886076,25672.838055,210.195702,25462.642353,291,92.08860759493672,99.3127147766323,88.22281118556701,32.29043,23.588580358930724
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Fear,1664,1,27,3316716.23,1993.2188882211537,49364.275663,506.12633,48858.149333,1498,90.26442307692307,86.58210947930573,32.95345504873164,7.53309,14.730880167279189
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Neutral,1464,1,23,2645447.29,1806.9995150273223,-2605.9564710000004,431.190907,-3037.1473779999997,1197,82.24043715846994,87.468671679198,-2.17707307518797,4.399808,-1.1480657314476297
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2618,1,54,6523818.28,2491.9091978609626,95937.394195,725.166052,95212.228143,2240,85.56149732620321,94.41964285714286,42.82919383705357,11.5965525,14.594555528146929
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Extreme Greed,3831,1,55,12164067.59,3175.167734273036,210726.855269,722.58015068,210004.27511832,3434,89.81989036805011,95.34071054164241,61.364838459231215,14.189340000000001,17.264313402119132
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Extreme Fear,825,1,5,2847955.2800000003,3452.067006060606,3222.822132,413.961216,2808.8609159999996,397,48.12121212121212,98.48866498740554,8.117939879093198,2.294,0.9862728308009103
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Fear,544,1,5,2004454.72,3684.659411764706,4036.552319,271.980091,3764.572228,287,52.75735294117647,88.85017421602788,14.064642226480835,3.22224,1.878102902718601
