date,sentiment,fills,accounts,symbols,notional_usd,avg_notional_usd,gross_closed_pnl,total_fees,net_pnl,closed_fills,reducing_position_rate,closed_win_rate,avg_closed_pnl,median_closed_pnl,net_pnl_per_1k_notional
2023-12-24,Greed,39,1,4,402954.94,10332.177948717948,1008.619956,100.738715,907.881241,17,43.58974358974359,88.23529411764706,59.330585647058825,14.762976,2.253058967337638
2023-12-25,Greed,3,1,1,59948.51,19982.836666666666,-245.081348,14.987124999999999,-260.068473,1,33.33333333333333,0.0,-245.081348,-245.081348,-4.338197446441955
2023-12-27,Greed,28,1,2,171411.06,6121.823571428571,-704.8892269999999,42.852747,-747.741974,13,46.42857142857143,30.76923076923077,-54.222248230769225,-62.398208,-4.362273787934104
2023-12-28,Greed,23,1,2,100117.25,4352.923913043478,-970.730876,25.0293,-995.760176,13,56.52173913043478,0.0,-74.67160584615384,-60.768408,-9.945940145179776
2023-12-29,Greed,50,1,4,569559.72,11391.1944,508.92214299999995,142.389901,366.532242,20,40.0,75.0,25.446107149999996,7.804460000000001,0.6435361018858567
2023-12-30,Greed,52,1,3,702550.21,13510.58096153846,354.998648,175.637526,179.36112199999997,33,63.46153846153846,69.6969696969697,10.757534787878788,7.4475,0.25530007599029825
2024-01-01,Greed,18,1,3,264239.52999999997,14679.973888888888,-129.53146,66.059867,-195.59132699999998,6,33.33333333333333,16.666666666666664,-21.58857666666667,-75.76867200000001,-0.7402046431130119
2024-01-02,Greed,17,1,2,121348.74,7138.1611764705885,783.979116,30.337176,753.64194,9,52.94117647058824,88.88888888888889,87.10879066666666,35.112325,6.210546067474619
2024-01-03,Greed,67,1,6,394499.36,5888.050149253731,866.015507,98.624811,767.390696,35,52.23880597014925,80.0,24.7433002,0.170945,1.9452267197594442
2024-01-04,Greed,5,1,1,99792.54000000001,19958.508,-67.60364,24.948132,-92.551772,3,60.0,0.0,-22.534546666666667,-1.16174,-0.9274417907390672
